,Woonplaatsen,Provincie,Landsdeel,Gemeente,Lattitude,Longitude,Population,Coordinates
1279,Koningsbosch,Limburg,Zuid-Nederland           ,Echt-Susteren                      ,51.05,5.966666666666667,1665,"51° 3′ NB, 5° 58′ OL"
1280,Koningslust,Limburg,Zuid-Nederland           ,Peel en Maas                       ,51.35,6.0,1275,"51° 21′ NB, 5° 60′ OL"
1281,Kronenberg,Limburg,Zuid-Nederland           ,Horst aan de Maas                  ,51.416666666666664,6.0,1120,"51° 25′ NB, 5° 60′ OL"
1282,Landgraaf,Limburg,Zuid-Nederland           ,Landgraaf                          ,50.908055555555556,6.03,37267,"50°54'29""NB, 6°1'48""OL"
1283,Lemiers,Limburg,Zuid-Nederland           ,Vaals                              ,50.78333333333333,5.983333333333333,755,"50° 47′ NB, 5° 59′ OL"
1284,Leunen,Limburg,Zuid-Nederland           ,Venray                             ,51.516666666666666,5.983333333333333,2275,"51° 31′ NB, 5° 59′ OL"
1285,Leveroy,Limburg,Zuid-Nederland           ,Nederweert                         ,51.25,5.85,1045,"51° 15′ NB, 5° 51′ OL"
1286,Limbricht,Limburg,Zuid-Nederland           ,Sittard-Geleen                     ,51.016666666666666,5.833333333333333,2550,"51° 1′ NB, 5° 50′ OL"
1287,Linne,Limburg,Zuid-Nederland           ,Maasgouw                           ,51.15,5.933333333333334,3605,"51° 9′ NB, 5° 56′ OL"
1288,Lomm,Limburg,Zuid-Nederland           ,Venlo                              ,51.46666666666667,6.166666666666667,1015,"51° 28′ NB, 6° 10′ OL"
1289,Lottum,Limburg,Zuid-Nederland           ,Horst aan de Maas                  ,51.46666666666667,6.166666666666667,1940,"51° 28′ NB, 6° 10′ OL"
1290,Maasbracht,Limburg,Zuid-Nederland           ,Maasgouw                           ,51.15,5.883333333333333,6935,"51° 9′ NB, 5° 53′ OL"
1291,Maasbree,Limburg,Zuid-Nederland           ,Peel en Maas                       ,51.35,6.05,6520,"51° 21′ NB, 6° 3′ OL"
1292,Maastricht,Limburg,Zuid-Nederland           ,Maastricht                         ,50.85,5.683333333333334,118636,"50° 51′ NB, 5° 41′ OL"
1294,Margraten,Limburg,Zuid-Nederland           ,Eijsden-Margraten                  ,50.81666666666667,5.816666666666666,3835,"50° 49′ NB, 5° 49′ OL"
1295,Maria Hoop,Limburg,Zuid-Nederland           ,Echt-Susteren                      ,51.083333333333336,5.966666666666667,1300,"51° 5′ NB, 5° 58′ OL"
1296,Mechelen,Limburg,Zuid-Nederland           ,Gulpen-Wittem                      ,50.8,5.933333333333334,1785,"50° 48′ NB, 5° 56′ OL"
1297,Meerlo,Limburg,Zuid-Nederland           ,Horst aan de Maas                  ,51.516666666666666,6.083333333333333,1875,"51° 31′ NB, 6° 5′ OL"
1298,Meerssen,Limburg,Zuid-Nederland           ,Meerssen                           ,50.88333333333333,5.75,7525,"50° 53′ NB, 5° 45′ OL"
1299,Meijel,Limburg,Zuid-Nederland           ,Peel en Maas                       ,51.35,5.883333333333333,6095,"51° 21′ NB, 5° 53′ OL"
1300,Melderslo,Limburg,Zuid-Nederland           ,Horst aan de Maas                  ,51.46666666666667,6.083333333333333,2140,"51° 28′ NB, 6° 5′ OL"
1301,Melick,Limburg,Zuid-Nederland           ,Roerdalen                          ,51.166666666666664,6.016666666666667,3635,"51° 10′ NB, 6° 1′ OL"
1302,Merkelbeek,Limburg,Zuid-Nederland           ,Beekdaelen                         ,50.95,5.933333333333334,1580,"50° 57′ NB, 5° 56′ OL"
1303,Merselo,Limburg,Zuid-Nederland           ,Venray                             ,51.53333333333333,5.933333333333334,1065,"51° 32′ NB, 5° 56′ OL"
1304,Meterik,Limburg,Zuid-Nederland           ,Horst aan de Maas                  ,51.45,6.016666666666667,1615,"51° 27′ NB, 6° 1′ OL"
1305,Mheer,Limburg,Zuid-Nederland           ,Eijsden-Margraten                  ,50.78333333333333,5.8,900,"50° 47′ NB, 5° 48′ OL"
1306,Middelaar,Limburg,Zuid-Nederland           ,Mook en Middelaar                  ,51.733333333333334,5.916666666666667,860,"51° 44′ NB, 5° 55′ OL"
1307,Milsbeek,Limburg,Zuid-Nederland           ,Gennep                             ,51.733333333333334,5.95,2765,"51° 44′ NB, 5° 57′ OL"
1308,Molenhoek,Limburg,Zuid-Nederland           ,Mook en Middelaar                  ,51.766666666666666,5.866666666666667,3675,"51° 46′ NB, 5° 52′ OL"
1309,Montfort,Limburg,Zuid-Nederland           ,Roerdalen                          ,51.13333333333333,5.95,3080,"51° 8′ NB, 5° 57′ OL"
1310,Mook,Limburg,Zuid-Nederland           ,Mook en Middelaar                  ,51.75,5.883333333333333,2975,"51° 45′ NB, 5° 53′ OL"
1311,Moorveld,Limburg,Zuid-Nederland           ,Meerssen                           ,50.916666666666664,5.766666666666667,500,"50° 55′ NB, 5° 46′ OL"
1312,Munstergeleen,Limburg,Zuid-Nederland           ,Sittard-Geleen                     ,50.96666666666667,5.866666666666667,4555,"50° 58′ NB, 5° 52′ OL"
1313,Nederweert,Limburg,Zuid-Nederland           ,Nederweert                         ,51.3,5.783333333333333,10335,"51° 18′ NB, 5° 47′ OL"
1314,Nederweert-Eind,Limburg,Zuid-Nederland           ,Nederweert                         ,51.28333333333333,5.783333333333333,1545,"51° 17′ NB, 5° 47′ OL"
1315,Neer,Limburg,Zuid-Nederland           ,Leudal                             ,51.266666666666666,5.983333333333333,3350,"51° 16′ NB, 5° 59′ OL"
1316,Neeritter,Limburg,Zuid-Nederland           ,Leudal                             ,51.166666666666664,5.8,1285,"51° 10′ NB, 5° 48′ OL"
1317,Nieuwstadt,Limburg,Zuid-Nederland           ,Echt-Susteren                      ,51.03333333333333,5.866666666666667,3240,"51° 2′ NB, 5° 52′ OL"
1318,Noorbeek,Limburg,Zuid-Nederland           ,Eijsden-Margraten                  ,50.766666666666666,5.816666666666666,1125,"50° 46′ NB, 5° 49′ OL"
1319,Nunhem,Limburg,Zuid-Nederland           ,Leudal                             ,51.25,5.966666666666667,675,"51° 15′ NB, 5° 58′ OL"
1320,Nuth,Limburg,Zuid-Nederland           ,Beekdaelen                         ,50.916666666666664,5.883333333333333,6455,"50° 55′ NB, 5° 53′ OL"
1321,Obbicht,Limburg,Zuid-Nederland           ,Sittard-Geleen                     ,51.03333333333333,5.783333333333333,1855,"51° 2′ NB, 5° 47′ OL"
1322,Ohé en Laak,Limburg,Zuid-Nederland           ,Maasgouw                           ,51.11666666666667,5.833333333333333,840,"51° 7′ NB, 5° 50′ OL"
1323,Oirlo,Limburg,Zuid-Nederland           ,Venray                             ,51.516666666666666,6.033333333333333,1185,"51° 31′ NB, 6° 2′ OL"
1324,Oirsbeek,Limburg,Zuid-Nederland           ,Beekdaelen                         ,50.95,5.916666666666667,3760,"50° 57′ NB, 5° 55′ OL"
1325,Oostrum,Limburg,Zuid-Nederland           ,Venray                             ,51.53333333333333,6.016666666666667,2340,"51° 32′ NB, 6° 1′ OL"
1326,Ospel,Limburg,Zuid-Nederland           ,Nederweert                         ,51.3,5.783333333333333,4065,"51° 18′ NB, 5° 47′ OL"
1327,Ottersum,Limburg,Zuid-Nederland           ,Gennep                             ,51.7,5.983333333333333,2040,"51° 42′ NB, 5° 59′ OL"
1328,Panningen,Limburg,Zuid-Nederland           ,Peel en Maas                       ,51.333333333333336,5.983333333333333,7335,"51° 20′ NB, 5° 59′ OL"
1329,Papenhoven,Limburg,Zuid-Nederland           ,Sittard-Geleen                     ,51.03333333333333,5.783333333333333,730,"51° 2′ NB, 5° 47′ OL"
1330,Plasmolen,Limburg,Zuid-Nederland           ,Mook en Middelaar                  ,51.733333333333334,5.933333333333334,285,"51° 44′ NB, 5° 56′ OL"
1331,Posterholt,Limburg,Zuid-Nederland           ,Roerdalen                          ,51.11666666666667,6.033333333333333,4000,"51° 7′ NB, 6° 2′ OL"
1332,Puth,Limburg,Zuid-Nederland           ,Beekdaelen                         ,50.95,5.866666666666667,1980,"50° 57′ NB, 5° 52′ OL"
1333,Ransdaal,Limburg,Zuid-Nederland           ,Voerendaal                         ,50.86666666666667,5.9,905,"50° 52′ NB, 5° 54′ OL"
1334,Reijmerstok,Limburg,Zuid-Nederland           ,Gulpen-Wittem                      ,50.8,5.833333333333333,545,"50° 48′ NB, 5° 50′ OL"
1335,Reuver,Limburg,Zuid-Nederland           ,Beesel                             ,51.28333333333333,6.083333333333333,11040,"51° 17′ NB, 6° 5′ OL"
1336,Roermond,Limburg,Zuid-Nederland           ,Roermond                           ,51.2,6.0,41680,"51° 12′ NB, 5° 60′ OL"
1337,Roggel,Limburg,Zuid-Nederland           ,Leudal                             ,51.266666666666666,5.916666666666667,4215,"51° 16′ NB, 5° 55′ OL"
1338,Roosteren,Limburg,Zuid-Nederland           ,Echt-Susteren                      ,51.083333333333336,5.816666666666666,1425,"51° 5′ NB, 5° 49′ OL"
1339,Scheulder,Limburg,Zuid-Nederland           ,Eijsden-Margraten                  ,50.833333333333336,5.833333333333333,320,"50° 50′ NB, 5° 50′ OL"
1340,Schimmert,Limburg,Zuid-Nederland           ,Beekdaelen                         ,50.9,5.816666666666666,3220,"50° 54′ NB, 5° 49′ OL"
1341,Schin op Geul,Limburg,Zuid-Nederland           ,Valkenburg aan de Geul             ,50.85,5.866666666666667,1450,"50° 51′ NB, 5° 52′ OL"
1342,Schinnen,Limburg,Zuid-Nederland           ,Beekdaelen                         ,50.95,5.883333333333333,2620,"50° 57′ NB, 5° 53′ OL"
1343,Schinveld,Limburg,Zuid-Nederland           ,Beekdaelen                         ,50.96666666666667,5.983333333333333,4665,"50° 58′ NB, 5° 59′ OL"
1344,Sevenum,Limburg,Zuid-Nederland           ,Horst aan de Maas                  ,51.416666666666664,6.033333333333333,6695,"51° 25′ NB, 6° 2′ OL"
1345,Siebengewald,Limburg,Zuid-Nederland           ,Bergen (L.)                        ,51.65,6.1,2010,"51° 39′ NB, 6° 6′ OL"
1346,Simpelveld,Limburg,Zuid-Nederland           ,Simpelveld                         ,50.833333333333336,5.983333333333333,5400,"50° 50′ NB, 5° 59′ OL"
1347,Sint Geertruid,Limburg,Zuid-Nederland           ,Eijsden-Margraten                  ,50.8,5.766666666666667,1450,"50° 48′ NB, 5° 46′ OL"
1348,Sint Joost,Limburg,Zuid-Nederland           ,Echt-Susteren                      ,51.11666666666667,5.9,1455,"51° 7′ NB, 5° 54′ OL"
1349,Sint Odiliënberg,Limburg,Zuid-Nederland           ,Roerdalen                          ,51.15,6.0,3370,"51° 9′ NB, 5° 60′ OL"
1350,Sittard,Limburg,Zuid-Nederland           ,Sittard-Geleen                     ,51.0,5.866666666666667,37335,"50° 60′ NB, 5° 52′ OL"
1351,Slenaken,Limburg,Zuid-Nederland           ,Gulpen-Wittem                      ,50.766666666666666,5.866666666666667,415,"50° 46′ NB, 5° 52′ OL"
1352,Smakt,Limburg,Zuid-Nederland           ,Venray                             ,51.56666666666667,6.0,215,"51° 34′ NB, 6° 0′ OL"
1353,Spaubeek,Limburg,Zuid-Nederland           ,Beek                               ,50.93333333333333,5.833333333333333,3355,"50° 56′ NB, 5° 50′ OL"
1354,Stein,Limburg,Zuid-Nederland           ,Stein                              ,50.96666666666667,5.75,10880,"50° 58′ NB, 5° 45′ OL"
1355,Stevensweert,Limburg,Zuid-Nederland           ,Maasgouw                           ,51.13333333333333,5.85,1670,"51° 8′ NB, 5° 51′ OL"
1356,Steyl,Limburg,Zuid-Nederland           ,Venlo                              ,51.33305555555556,6.121944444444444,3725,"51°19'59""NB, 6°7'19""OL"
1357,Stramproy,Limburg,Zuid-Nederland           ,Weert                              ,51.2,5.716666666666667,5160,"51° 12′ NB, 5° 43′ OL"
1358,Susteren,Limburg,Zuid-Nederland           ,Echt-Susteren                      ,51.06666666666667,5.85,8085,"51° 4′ NB, 5° 51′ OL"
1359,Swalmen,Limburg,Zuid-Nederland           ,Roermond                           ,51.233333333333334,6.033333333333333,8770,"51° 14′ NB, 6° 2′ OL"
1360,Sweikhuizen,Limburg,Zuid-Nederland           ,Beekdaelen                         ,50.95,5.85,625,"50° 57′ NB, 5° 51′ OL"
1361,Swolgen,Limburg,Zuid-Nederland           ,Horst aan de Maas                  ,51.5,6.116666666666666,1265,"51° 30′ NB, 6° 7′ OL"
1362,Tegelen,Limburg,Zuid-Nederland           ,Venlo                              ,51.333333333333336,6.133333333333334,15250,"51° 20′ NB, 6° 8′ OL"
1363,Thorn,Limburg,Zuid-Nederland           ,Maasgouw                           ,51.166666666666664,5.833333333333333,2420,"51° 10′ NB, 5° 50′ OL"
1364,Tienray,Limburg,Zuid-Nederland           ,Horst aan de Maas                  ,51.5,6.1,1250,"51° 30′ NB, 6° 6′ OL"
1365,Ulestraten,Limburg,Zuid-Nederland           ,Meerssen                           ,50.9,5.783333333333333,2820,"50° 54′ NB, 5° 47′ OL"
1366,Urmond,Limburg,Zuid-Nederland           ,Stein                              ,50.983333333333334,5.766666666666667,5595,"50° 59′ NB, 5° 46′ OL"
1367,Vaals,Limburg,Zuid-Nederland           ,Vaals                              ,50.766666666666666,6.016666666666667,7895,"50° 46′ NB, 6° 1′ OL"
1368,Valkenburg,Limburg,Zuid-Nederland           ,Valkenburg aan de Geul             ,50.86666666666667,5.833333333333333,10505,"50° 52′ NB, 5° 50′ OL"
1369,Velden,Limburg,Zuid-Nederland           ,Venlo                              ,51.416666666666664,6.166666666666667,5240,"51° 25′ NB, 6° 10′ OL"
1370,Venlo,Limburg,Zuid-Nederland           ,Venlo                              ,51.38333333333333,6.166666666666667,68205,"51° 23′ NB, 6° 10′ OL"
1371,Venray,Limburg,Zuid-Nederland           ,Venray                             ,51.53333333333333,5.966666666666667,28353,"51° 32′ NB, 5° 58′ OL"
1372,Ven-Zelderheide,Limburg,Zuid-Nederland           ,Gennep                             ,51.71666666666667,6.016666666666667,805,"51° 43′ NB, 6° 1′ OL"
1373,Veulen,Limburg,Zuid-Nederland           ,Venray                             ,51.483333333333334,5.95,550,"51° 29′ NB, 5° 57′ OL"
1374,Vijlen,Limburg,Zuid-Nederland           ,Vaals                              ,50.78333333333333,5.966666666666667,1430,"50° 47′ NB, 5° 58′ OL"
1375,Vlodrop,Limburg,Zuid-Nederland           ,Roerdalen                          ,51.13333333333333,6.066666666666666,2335,"51° 8′ NB, 6° 4′ OL"
1376,Voerendaal,Limburg,Zuid-Nederland           ,Voerendaal                         ,50.88333333333333,5.933333333333334,8460,"50° 53′ NB, 5° 56′ OL"
1377,Vredepeel,Limburg,Zuid-Nederland           ,Venray                             ,51.55,5.866666666666667,230,"51° 33′ NB, 5° 52′ OL"
1378,Walem,Limburg,Zuid-Nederland           ,Valkenburg aan de Geul             ,50.86666666666667,5.866666666666667,145,"50° 52′ NB, 5° 52′ OL"
1379,Wanssum,Limburg,Zuid-Nederland           ,Venray                             ,51.53333333333333,6.083333333333333,1885,"51° 32′ NB, 6° 5′ OL"
1380,Weert,Limburg,Zuid-Nederland           ,Weert                              ,51.25,5.7,44650,"51° 15′ NB, 5° 42′ OL"
1381,Well L,Limburg,Zuid-Nederland           ,Bergen (L.)                        ,51.55,6.083333333333333,2480,"51° 33′ NB, 6° 5′ OL"
1382,Wellerlooi,Limburg,Zuid-Nederland           ,Bergen (L.)                        ,51.53333333333333,6.133333333333334,1175,"51° 32′ NB, 6° 8′ OL"
1383,Wessem,Limburg,Zuid-Nederland           ,Maasgouw                           ,51.166666666666664,5.883333333333333,2055,"51° 10′ NB, 5° 53′ OL"
1384,Wijlre,Limburg,Zuid-Nederland           ,Gulpen-Wittem                      ,50.833333333333336,5.9,2445,"50° 50′ NB, 5° 54′ OL"
1385,Wijnandsrade,Limburg,Zuid-Nederland           ,Beekdaelen                         ,50.9,5.883333333333333,1625,"50° 54′ NB, 5° 53′ OL"
1388,Ysselsteyn,Limburg,Zuid-Nederland           ,Venray                             ,51.483333333333334,5.9,2240,"51° 29′ NB, 5° 54′ OL"
1389,Aarle-Rixtel,Noord-Brabant,Zuid-Nederland           ,Laarbeek                           ,51.51666666666666,5.633333333333333,5675,"['51° 31′ NB, 5° 38′ OL']"
1390,Achtmaal,Noord-Brabant,Zuid-Nederland           ,Zundert                            ,51.45,4.583333333333333,1625,"['51° 27′ NB, 4° 35′ OL']"
1391,Almkerk,Noord-Brabant,Zuid-Nederland           ,Altena                             ,51.76666666666666,4.966666666666667,3630,"['51° 46′ NB, 4° 58′ OL']"
1392,Alphen,Noord-Brabant,Zuid-Nederland           ,Alphen-Chaam                       ,51.483333333333334,4.95,4200,"51° 29′ NB, 4° 57′ OL"
1393,Andel,Noord-Brabant,Zuid-Nederland           ,Altena                             ,51.78333333333333,5.05,2455,"['51° 47′ NB, 5° 3′ OL']"
1394,Asten,Noord-Brabant,Zuid-Nederland           ,Asten                              ,51.4,5.75,13070,"['51° 24′ NB, 5° 45′ OL']"
1395,Baarle-Nassau,Noord-Brabant,Zuid-Nederland           ,Baarle-Nassau                      ,51.45,4.933333333333334,6876,"51°27'NB, 4°56'OL"
1396,Babyloniënbroek,Noord-Brabant,Zuid-Nederland           ,Altena                             ,51.75,5.016666666666667,430,"51° 45′ NB, 5° 1′ OL"
1397,Bakel,Noord-Brabant,Zuid-Nederland           ,Gemert-Bakel                       ,51.5,5.733333333333333,5880,"51° 30′ NB, 5° 44′ OL"
